Ticker,Name,Sector,Industry,Large Growth,Large Value,Small Growth,Small Value,Market 3000,Midcap,Mid Growth,Mid Value,Top 200 stocks,10-20 Year Treasury Bond,1-3 Year Treasury Bond,20 Year Treasury Bond,3-7 Year Treasury Bond ,7-10 Year Treasury Bond ,Agency Bond ,500 Quality ,Global Water  , Senior Loan , Taxable Municipal Bond , Water Resources ,Clean Energy ,Emerging Markets Bond , MBS ,Brazil ,China ,NextGen Real Estate ,Merger Arbitrage ,China Internet ,Global Carbon,Cancer Immunotherapy ,China BioPharma ,Materials Select Sector,Inflation Expectations ,Natural Gas, VIX Mid-Term Futures ,Global Robotics and Automation  ,Sports Betting & iGaming ,Intl Large Company  ,Silver Trust,Corn ,Soybeans,Wheat ,Jets ,United States Natural Gas,Africa  ,Agribusiness , Environmental Services , Mortgage REIT Income , Semiconductor , Video Gaming and eSports , Emerging Markets Govt Bd Idx, Global ex-US Real Estate  Fd, Mega Cap 300 Value  ,Pharmaceuticals ,Semiconductor ,3D Printing ,Platinum,MLP,Dividend Dogs , Online Retail ,Cannabis ,ARK Innovation ,Dry Bulk Shipping ,Value and Momentum ,Communication Services,Consumer Discretionary,Consumer Staples,Work From Home ,Cyber Security ,Travel Tech ,Financials,Cloud Computing ,MicroCap  ,Industrials/Producer Drbls,North American Energy Infrastructure,Water ,South Korea ,Artificial Intelligence & Technology ,Health and Wellness ,Lithium & Battery Tech ,Uranium ,Health Care,Housing ,British Pound Strlng,Euro Trust,Japanese Yen Trust,Agriculture ,Precious Metals ,Healthcare Momentum ,BioTech & Genome ,Leisure & Entertainment ,Property & Casualty Insurance ,500 Quality , Solar ,Aluminum Strategy ,Nickel,Tin, Environmental Services , Uranium+Nuclear Energy ,Generative Artificial Intelligence ,Cybersecurity ,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Aerospace & Defense,Air Freight & Logistics,Automobile Components,Automobiles,Banks,Beverages,Biotechnology,Broadline Retail,Building Products,Capital Markets,Chemicals,Commercial Services & Supplies,Communications Equipment,Construction & Engineering,Construction Materials,Consumer Finance,Consumer Staples Distribution & Retail,Containers & Packaging,Distributors,Diversified Consumer Services,Diversified REITs,Diversified Telecommunication Services,Electric Utilities,Electrical Equipment,"Electronic Equipment, Instruments & Components",Energy Equipment & Services,Entertainment,Financial Services,Food Products,Gas Utilities,Ground Transportation,Health Care Equipment & Supplies,Health Care Providers & Services,Health Care REITs,Health Care Technology,Hotel & Resort REITs,"Hotels, Restaurants & Leisure",Household Durables,Household Products,Independent Power and Renewable Electricity Producers,Industrial Conglomerates,Industrial REITs,Insurance,Interactive Media & Services,IT Services,Leisure Products,Life Sciences Tools & Services,Machinery,Marine Transportation,Media,Metals & Mining,Mortgage Real Estate Investment Trusts (REITs),Multi-Utilities,Office REITs,"Oil, Gas & Consumable Fuels",Paper & Forest Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Professional Services,Real Estate Management & Development,Residential REITs,Retail REITs,Semiconductors & Semiconductor Equipment,Software,Specialized REITs,Specialty Retail,"Technology Hardware, Storage & Peripherals","Textiles, Apparel & Luxury Goods",Tobacco,Trading Companies & Distributors,Transportation Infrastructure,Water Utilities,Wireless Telecommunication Services,Market
RDCM,Radcom Ltd,Information Technology,"Computers, Phones & Household Electronics",0.07,0.10,0.14,0.11,0.10,0.11,0.11,0.11,0.07,0.07,0.14,0.06,0.13,0.10,0.09,0.07,0.12,0.09,0.08,0.10,0.04,0.11,0.11,-0.03,0.00,0.16,0.05,0.01,0.00,0.17,0.00,0.05,0.03,-0.03,-0.02,0.15,0.15,0.11,0.06,0.01,-0.01,-0.06,0.10,-0.03,-0.09,-0.01,0.04,0.09,0.13,0.07,0.10,0.15,0.08,0.04,0.09,0.11,0.00,0.04,0.09,0.07,0.10,0.06,0.10,0.14,0.04,0.00,-0.05,0.11,0.07,0.10,0.09,0.12,0.12,0.11,0.07,0.09,0.06,0.10,0.02,0.00,-0.11,0.03,0.14,0.10,0.05,0.01,-0.14,0.07,0.18,0.04,0.13,0.08,0.07,-0.01,-0.11,-0.02,-0.03,0.04,-0.07,0.15,0.09,0.14,0.12,0.07,0.04,0.10,0.12,0.14,0.16,0.10,0.16,0.12,0.11,0.12,0.15,0.06,0.08,0.00,0.13,0.11,0.11,0.12,0.12,0.13,0.11,0.16,0.17,0.06,0.00,0.06,0.13,0.09,0.12,0.13,0.13,0.11,0.17,0.07,0.12,0.10,0.08,0.09,0.12,0.10,0.09,0.07,0.06,0.11,0.13,0.14,0.07,0.09,0.10,0.15,0.12,0.14,0.10,0.12,0.11,0.12,0.09,0.13,0.07,0.14,0.13,0.15,0.02,0.15,0.07,0.10,0.09,0.13,0.17,0.19,0.14,0.13,0.17,0.15,0.09,0.11,0.08,0.03,0.11,0.03,0.09,0.06,0.14
STX,Seagate Technology Holdings PLC,Information Technology,"Computers, Phones & Household Electronics",0.37,0.32,0.37,0.33,0.39,0.38,0.38,0.37,0.37,0.08,0.05,0.09,0.07,0.08,0.07,0.36,0.27,0.05,0.10,0.34,0.23,0.19,0.13,0.16,0.25,0.24,0.22,0.24,0.03,0.23,0.12,0.32,-0.09,-0.05,-0.26,0.42,0.31,0.30,0.02,-0.06,0.03,-0.06,0.22,-0.06,0.16,0.23,0.23,0.23,0.43,0.42,0.18,0.25,0.26,0.25,0.43,0.29,-0.02,0.12,0.30,0.34,0.15,0.26,0.02,0.25,0.31,0.31,0.10,0.41,0.38,0.31,0.28,0.38,0.28,0.40,0.12,0.31,0.25,0.42,0.28,0.22,0.09,0.13,0.32,0.08,0.12,0.11,-0.08,0.02,0.28,0.26,0.37,0.11,0.36,0.23,-0.01,0.01,0.00,0.23,0.13,0.30,0.27,0.33,0.34,0.20,0.13,0.27,0.27,0.33,0.37,0.28,0.27,0.14,0.28,0.19,0.32,0.14,0.22,0.19,0.24,0.31,0.34,0.31,0.31,0.32,0.27,0.31,0.34,0.30,0.16,0.31,0.13,0.33,0.22,0.28,0.12,0.24,0.34,0.13,0.31,0.32,0.17,0.16,0.28,0.28,0.24,0.23,0.27,0.19,0.37,0.29,0.20,0.15,0.16,0.23,0.25,0.29,0.29,0.27,0.21,0.33,0.26,0.33,0.21,0.21,0.05,0.25,0.12,0.29,0.19,0.18,0.26,0.28,0.29,0.18,0.25,0.41,0.32,0.26,0.31,0.49,0.27,0.10,0.35,0.04,0.15,0.12,0.32
TACT,TransAct Technologies Inc,Information Technology,"Computers, Phones & Household Electronics",0.28,0.24,0.26,0.27,0.30,0.29,0.29,0.28,0.28,0.21,0.21,0.21,0.24,0.24,0.21,0.27,0.21,0.04,0.22,0.21,0.23,0.24,0.25,0.23,0.15,0.18,0.20,0.15,0.12,0.14,0.08,0.20,-0.13,-0.03,-0.24,0.33,0.26,0.23,0.01,-0.04,0.04,0.04,0.18,-0.01,0.14,0.22,0.21,0.23,0.28,0.24,0.24,0.24,0.20,0.11,0.35,0.27,-0.01,0.15,0.23,0.22,0.07,0.27,-0.04,0.20,0.25,0.26,0.06,0.34,0.27,0.23,0.19,0.28,0.29,0.28,0.11,0.22,0.20,0.31,0.21,0.21,0.12,0.06,0.25,0.18,0.14,0.17,-0.08,0.06,0.17,0.16,0.23,0.00,0.27,0.23,0.00,0.07,0.00,0.21,0.11,0.12,0.14,0.26,0.26,0.17,0.19,0.27,0.15,0.27,0.33,0.21,0.25,0.15,0.23,0.21,0.23,0.16,0.25,0.07,0.12,0.21,0.22,0.27,0.25,0.22,0.26,0.23,0.23,0.27,0.22,0.22,0.11,0.24,0.22,0.23,0.12,0.22,0.30,0.17,0.20,0.30,0.17,0.15,0.25,0.20,0.20,0.15,0.22,0.20,0.26,0.26,0.08,0.16,0.19,0.21,0.15,0.26,0.29,0.25,0.19,0.25,0.27,0.20,0.16,0.23,0.10,0.24,0.19,0.16,0.16,0.12,0.07,0.31,0.30,0.15,0.22,0.35,0.30,0.22,0.22,0.33,0.21,0.10,0.24,0.06,0.12,0.25,0.26
ZEPP,Zepp Health Corp,Information Technology,"Computers, Phones & Household Electronics",0.16,0.24,0.27,0.27,0.21,0.25,0.22,0.25,0.18,-0.04,-0.07,-0.04,-0.03,-0.04,-0.07,0.17,0.17,0.08,0.04,0.17,0.28,0.06,-0.01,0.21,0.21,0.17,0.08,0.21,-0.01,0.26,0.04,0.22,0.03,-0.04,-0.17,0.24,0.16,0.22,0.03,-0.01,0.06,0.00,0.25,-0.05,0.17,0.23,0.21,0.24,0.14,0.25,0.05,0.18,0.23,0.27,0.22,0.25,0.07,0.13,0.23,0.25,0.12,0.27,0.21,0.15,0.12,0.21,0.08,0.17,0.15,0.24,0.24,0.19,0.23,0.23,0.14,0.19,0.13,0.19,0.21,0.23,0.17,0.19,0.22,0.09,0.07,0.02,0.03,0.02,0.23,0.20,0.24,0.06,0.17,0.26,-0.01,0.02,0.04,0.21,0.18,0.16,0.09,0.28,0.28,0.21,0.15,0.26,0.28,0.27,0.30,0.22,0.23,0.16,0.26,0.21,0.28,0.12,0.23,0.18,0.27,0.27,0.16,0.24,0.24,0.27,0.28,0.19,0.16,0.28,0.14,0.19,0.27,0.25,0.23,0.27,0.12,0.27,0.30,0.11,0.27,0.24,0.16,0.16,0.29,0.27,0.25,0.21,0.21,0.25,0.26,0.19,0.13,0.18,0.22,0.19,0.23,0.25,0.26,0.28,0.25,0.23,0.25,0.25,0.18,0.24,0.13,0.23,0.16,0.16,0.27,0.22,0.28,0.25,0.17,0.19,0.20,0.24,0.28,0.18,0.29,0.24,0.26,0.20,0.17,0.09,0.15,0.15,0.29
AAOI,Applied Optoelectronics Inc,Information Technology,Electronic Equipment & Parts,0.24,0.24,0.33,0.32,0.28,0.30,0.30,0.29,0.24,0.16,0.09,0.14,0.16,0.17,0.14,0.22,0.24,0.02,0.20,0.24,0.31,0.23,0.16,0.18,0.13,0.26,0.18,0.14,-0.03,0.29,0.05,0.17,-0.08,0.04,-0.14,0.31,0.35,0.25,0.11,0.06,0.15,0.08,0.30,0.04,0.14,0.23,0.25,0.31,0.24,0.29,0.25,0.24,0.18,0.25,0.31,0.32,0.18,0.08,0.23,0.32,0.09,0.37,-0.02,0.27,0.25,0.35,0.02,0.29,0.19,0.38,0.20,0.31,0.30,0.29,0.14,0.25,0.19,0.29,0.23,0.21,0.18,0.11,0.31,0.20,0.23,0.09,-0.01,0.11,0.25,0.26,0.34,-0.06,0.22,0.27,0.12,0.08,-0.09,0.25,0.20,0.23,0.15,0.36,0.34,0.23,0.18,0.30,0.31,0.32,0.36,0.27,0.30,0.17,0.29,0.24,0.31,0.27,0.27,0.21,0.30,0.30,0.28,0.31,0.27,0.28,0.47,0.29,0.28,0.29,0.19,0.18,0.19,0.26,0.23,0.26,0.08,0.32,0.31,0.16,0.30,0.32,0.20,0.20,0.26,0.30,0.31,0.19,0.29,0.23,0.31,0.35,0.12,0.26,0.20,0.29,0.16,0.31,0.36,0.31,0.28,0.27,0.10,0.31,0.24,0.31,0.07,0.32,0.19,0.25,0.26,0.19,0.22,0.28,0.32,0.22,0.22,0.31,0.34,0.23,0.30,0.26,0.27,0.15,0.30,0.08,0.21,0.49,0.34
CLS,Celestica Inc,Information Technology,Electronic Equipment & Parts,0.56,0.36,0.48,0.36,0.53,0.45,0.51,0.41,0.53,0.08,0.09,0.08,0.10,0.09,0.07,0.56,0.32,0.16,0.14,0.36,0.32,0.27,0.13,0.16,0.26,0.27,0.19,0.28,0.03,0.32,0.18,0.30,0.00,0.00,-0.31,0.49,0.39,0.42,0.06,-0.03,-0.01,-0.08,0.27,0.01,0.16,0.26,0.32,0.30,0.63,0.54,0.28,0.36,0.33,0.35,0.55,0.41,0.13,0.24,0.26,0.44,0.27,0.45,0.05,0.32,0.47,0.45,0.02,0.52,0.45,0.47,0.33,0.56,0.31,0.45,0.11,0.37,0.35,0.61,0.29,0.25,0.26,0.19,0.38,0.20,0.19,0.08,-0.06,0.04,0.38,0.28,0.45,0.12,0.56,0.22,-0.02,0.02,-0.11,0.32,0.23,0.39,0.27,0.40,0.39,0.18,0.27,0.31,0.34,0.42,0.52,0.32,0.34,0.12,0.34,0.30,0.35,0.28,0.22,0.15,0.31,0.39,0.40,0.38,0.35,0.38,0.33,0.43,0.44,0.36,0.17,0.21,0.30,0.37,0.20,0.22,0.08,0.36,0.48,0.25,0.40,0.40,0.13,0.14,0.41,0.34,0.27,0.15,0.27,0.42,0.40,0.37,0.09,0.19,0.27,0.29,0.25,0.42,0.47,0.28,0.30,0.40,0.26,0.37,0.27,0.31,0.01,0.29,0.27,0.24,0.21,0.19,0.35,0.35,0.40,0.26,0.24,0.56,0.47,0.29,0.32,0.56,0.30,0.18,0.43,0.13,0.12,0.19,0.41
CODA,Coda Octopus Group Inc,Information Technology,Electronic Equipment & Parts,0.09,0.16,0.17,0.16,0.13,0.19,0.18,0.19,0.10,0.07,0.02,0.09,0.02,0.04,0.00,0.09,0.18,0.06,0.06,0.16,0.15,0.12,0.04,0.08,0.14,0.14,0.13,0.13,-0.11,0.17,0.21,0.17,0.03,0.05,-0.13,0.17,0.17,0.10,0.11,-0.05,-0.04,-0.09,0.08,0.07,0.11,0.13,0.13,0.10,0.11,0.12,0.09,0.08,0.12,0.07,0.14,0.15,-0.02,0.08,0.16,0.14,0.07,0.11,-0.02,0.24,0.07,0.09,0.03,0.14,0.16,0.16,0.10,0.14,0.17,0.19,0.14,0.19,-0.02,0.13,0.15,0.15,0.02,0.03,0.17,0.08,0.11,0.06,-0.11,0.05,0.10,0.12,0.21,0.04,0.09,0.17,-0.01,0.05,-0.05,0.13,0.03,0.07,0.12,0.17,0.20,0.13,0.16,0.16,0.14,0.20,0.19,0.21,0.18,0.11,0.15,0.07,0.18,0.06,0.14,0.13,0.13,0.19,0.22,0.18,0.21,0.17,0.15,0.23,0.11,0.16,0.09,0.24,0.14,0.19,0.12,0.13,0.04,0.19,0.22,0.16,0.13,0.17,0.13,0.10,0.13,0.12,0.13,0.09,0.16,0.13,0.21,0.21,0.10,0.20,0.10,0.17,0.15,0.15,0.18,0.15,0.13,0.20,0.08,0.19,0.18,0.14,0.06,0.18,0.16,0.30,0.15,0.11,0.15,0.14,0.21,0.11,0.14,0.18,0.16,0.17,0.18,0.16,0.13,0.00,0.21,0.15,0.09,0.10,0.19
CPTN,Cepton Inc,Information Technology,Electronic Equipment & Parts,0.08,0.07,0.10,0.10,0.08,0.09,0.11,0.08,0.08,0.06,0.03,0.05,0.06,0.06,0.03,0.06,0.12,0.19,0.12,0.08,0.12,0.12,0.07,0.10,0.14,0.07,-0.07,0.16,0.06,0.13,0.04,0.04,-0.04,0.03,-0.06,0.08,0.13,0.13,-0.01,-0.06,-0.11,0.05,0.10,0.02,0.13,0.13,0.07,0.03,0.00,0.06,0.09,0.16,0.03,0.11,0.03,0.10,0.00,0.01,0.04,0.21,0.15,0.15,-0.12,0.06,0.07,0.12,0.09,0.13,0.09,0.17,0.06,0.12,0.09,0.07,0.05,0.08,0.05,0.11,0.15,0.14,0.07,0.05,0.05,-0.04,-0.03,0.07,0.00,0.03,0.10,0.10,0.08,0.04,0.06,0.06,-0.09,-0.06,0.03,0.07,0.06,-0.03,0.03,0.15,0.17,0.19,0.07,0.12,0.18,0.12,0.16,0.11,0.11,0.15,0.19,0.17,0.12,0.16,0.10,0.09,0.19,0.20,0.07,0.10,0.10,0.13,0.16,0.10,0.04,0.14,0.14,0.11,0.10,0.18,0.11,0.16,0.13,0.11,0.16,0.04,0.18,0.12,0.23,0.11,0.11,0.10,0.13,0.05,0.09,0.09,0.16,0.11,0.15,0.17,0.11,0.07,0.12,0.20,0.15,0.11,0.15,0.11,0.07,0.07,0.12,0.09,0.14,0.09,0.08,0.06,0.11,0.14,0.21,0.10,0.14,0.08,0.11,0.06,0.20,0.09,0.17,0.04,0.16,0.01,0.05,0.01,0.10,0.03,0.16
FLEX,Flex Ltd,Information Technology,Electronic Equipment & Parts,0.36,0.42,0.47,0.42,0.43,0.48,0.44,0.46,0.38,0.31,0.18,0.32,0.28,0.30,0.24,0.40,0.41,0.21,0.37,0.44,0.38,0.33,0.34,0.29,0.24,0.42,0.32,0.25,0.12,0.32,0.07,0.43,-0.11,0.08,-0.28,0.47,0.39,0.34,0.13,0.01,0.06,-0.01,0.32,0.10,0.13,0.36,0.27,0.37,0.45,0.38,0.31,0.33,0.35,0.29,0.50,0.38,0.20,0.16,0.31,0.42,0.13,0.35,-0.04,0.43,0.30,0.37,0.11,0.41,0.41,0.37,0.32,0.45,0.39,0.49,0.22,0.42,0.32,0.43,0.20,0.31,0.13,0.19,0.46,0.32,0.28,0.09,-0.02,0.12,0.34,0.31,0.39,0.00,0.40,0.40,0.05,0.08,-0.03,0.27,0.20,0.32,0.25,0.35,0.40,0.24,0.24,0.35,0.30,0.44,0.47,0.40,0.40,0.27,0.30,0.24,0.39,0.21,0.30,0.22,0.27,0.36,0.49,0.43,0.42,0.35,0.41,0.46,0.39,0.39,0.27,0.34,0.16,0.31,0.32,0.27,0.22,0.43,0.54,0.19,0.32,0.38,0.18,0.24,0.35,0.29,0.31,0.32,0.34,0.35,0.38,0.41,0.16,0.35,0.27,0.40,0.21,0.34,0.40,0.28,0.34,0.41,0.19,0.32,0.33,0.33,0.17,0.33,0.26,0.32,0.25,0.20,0.26,0.37,0.42,0.25,0.34,0.53,0.36,0.40,0.39,0.42,0.31,0.16,0.49,0.28,0.21,0.23,0.41
INVE,Identiv Inc,Information Technology,Electronic Equipment & Parts,0.15,0.23,0.24,0.24,0.21,0.24,0.22,0.23,0.18,0.13,0.07,0.12,0.12,0.13,0.10,0.16,0.23,0.05,0.12,0.21,0.25,0.19,0.16,0.17,0.10,0.17,0.10,0.10,0.01,0.14,-0.04,0.21,0.00,0.07,-0.15,0.25,0.16,0.20,0.06,-0.07,-0.03,-0.11,0.22,0.06,0.23,0.16,0.21,0.17,0.15,0.16,0.19,0.20,0.19,0.18,0.26,0.23,0.12,0.16,0.24,0.25,0.08,0.26,-0.03,0.20,0.17,0.26,0.10,0.23,0.14,0.26,0.19,0.19,0.19,0.17,0.18,0.23,0.15,0.19,0.18,0.16,0.09,0.13,0.20,0.18,0.21,0.07,0.02,0.08,0.12,0.21,0.26,0.01,0.16,0.28,-0.02,0.12,-0.03,0.21,0.13,0.10,0.07,0.22,0.24,0.21,0.15,0.20,0.21,0.21,0.26,0.22,0.16,0.15,0.18,0.17,0.22,0.20,0.19,0.15,0.20,0.19,0.14,0.19,0.20,0.15,0.25,0.20,0.08,0.22,0.21,0.11,-0.01,0.16,0.11,0.12,0.07,0.23,0.25,0.10,0.20,0.22,0.20,0.14,0.13,0.23,0.19,0.13,0.17,0.14,0.22,0.22,0.05,0.19,0.11,0.13,0.11,0.18,0.26,0.21,0.23,0.21,0.03,0.23,0.22,0.16,0.13,0.14,0.17,0.24,0.21,0.21,0.14,0.21,0.19,0.11,0.11,0.24,0.25,0.14,0.24,0.14,0.20,0.08,0.16,0.10,0.19,0.21,0.24
INVZ,Innoviz Technologies Ltd,Information Technology,Electronic Equipment & Parts,0.27,0.40,0.48,0.44,0.37,0.44,0.41,0.43,0.30,0.19,0.05,0.20,0.15,0.18,0.11,0.33,0.38,0.26,0.16,0.36,0.52,0.21,0.20,0.27,0.25,0.31,0.29,0.24,0.03,0.36,0.14,0.39,-0.07,-0.05,-0.30,0.46,0.41,0.32,0.08,-0.07,0.03,-0.11,0.37,-0.04,0.15,0.36,0.37,0.30,0.30,0.29,0.20,0.35,0.35,0.36,0.45,0.41,0.13,0.25,0.31,0.37,0.17,0.46,-0.02,0.38,0.20,0.38,0.20,0.34,0.29,0.40,0.32,0.34,0.41,0.40,0.21,0.39,0.24,0.33,0.25,0.39,0.24,0.20,0.39,0.25,0.24,0.01,0.08,0.09,0.37,0.33,0.41,0.00,0.33,0.36,0.10,0.06,0.02,0.37,0.29,0.25,0.18,0.45,0.48,0.36,0.27,0.35,0.39,0.48,0.49,0.39,0.37,0.23,0.41,0.35,0.49,0.35,0.28,0.33,0.34,0.43,0.39,0.40,0.44,0.43,0.42,0.41,0.30,0.41,0.30,0.28,0.25,0.43,0.28,0.28,0.14,0.51,0.54,0.26,0.42,0.40,0.33,0.26,0.36,0.38,0.46,0.28,0.41,0.41,0.46,0.43,0.26,0.28,0.30,0.34,0.27,0.48,0.44,0.37,0.39,0.48,0.20,0.42,0.32,0.33,0.13,0.31,0.27,0.30,0.36,0.30,0.37,0.39,0.38,0.28,0.31,0.46,0.43,0.32,0.45,0.42,0.38,0.23,0.39,0.21,0.25,0.13,0.46
LPL,LG Display Co Ltd,Information Technology,Electronic Equipment & Parts,0.32,0.30,0.28,0.29,0.34,0.31,0.29,0.31,0.34,0.19,0.06,0.20,0.15,0.18,0.13,0.29,0.33,0.21,0.19,0.27,0.33,0.22,0.21,0.26,0.28,0.28,0.08,0.30,-0.02,0.17,0.10,0.32,-0.05,-0.05,-0.29,0.34,0.32,0.36,0.09,-0.07,0.02,-0.14,0.25,-0.01,0.29,0.43,0.34,0.31,0.27,0.33,0.20,0.38,0.28,0.23,0.32,0.34,0.17,0.13,0.30,0.32,0.04,0.30,-0.16,0.16,0.26,0.36,0.23,0.28,0.21,0.33,0.31,0.28,0.26,0.31,0.19,0.28,0.55,0.35,0.35,0.38,0.08,0.22,0.31,0.17,0.19,0.13,0.13,0.16,0.12,0.21,0.26,0.03,0.29,0.35,-0.07,0.05,0.03,0.34,0.20,0.10,0.12,0.31,0.32,0.33,0.09,0.29,0.22,0.31,0.34,0.28,0.31,0.24,0.24,0.21,0.30,0.19,0.25,0.28,0.18,0.30,0.28,0.30,0.30,0.31,0.29,0.20,0.25,0.30,0.22,0.29,0.09,0.25,0.30,0.25,0.19,0.30,0.35,0.08,0.30,0.34,0.35,0.23,0.28,0.23,0.24,0.19,0.23,0.29,0.31,0.29,0.18,0.27,0.20,0.24,0.22,0.29,0.32,0.27,0.24,0.32,0.06,0.28,0.22,0.30,0.19,0.28,0.08,0.24,0.18,0.24,0.20,0.28,0.33,0.23,0.24,0.32,0.30,0.31,0.30,0.25,0.34,0.23,0.24,0.15,0.20,0.16,0.31
MPTI,M-Tron Industries Inc,Information Technology,Electronic Equipment & Parts,0.24,0.24,0.22,0.19,0.27,0.22,0.21,0.22,0.26,0.06,-0.05,0.08,0.00,0.02,-0.02,0.26,0.14,0.11,0.08,0.18,0.13,0.03,0.04,0.14,0.06,0.21,0.01,0.06,0.05,0.12,0.00,0.14,-0.07,0.03,-0.18,0.15,0.09,0.12,-0.01,-0.04,0.01,-0.01,0.03,0.01,0.05,0.08,0.15,0.17,0.18,0.20,0.03,0.04,0.26,0.20,0.16,0.11,-0.01,0.18,0.18,0.14,0.21,0.24,0.03,0.07,0.19,0.25,0.14,0.18,0.22,0.11,0.19,0.18,0.21,0.20,0.22,0.19,0.17,0.20,0.05,0.14,0.16,0.20,0.19,0.01,0.04,-0.06,-0.03,-0.05,0.17,0.20,0.13,0.18,0.26,0.15,-0.06,0.03,-0.05,0.15,0.14,0.19,0.11,0.18,0.18,0.20,0.16,0.15,0.16,0.18,0.21,0.12,0.20,0.15,0.17,0.13,0.16,0.15,0.10,0.20,0.14,0.16,0.13,0.22,0.14,0.17,0.20,0.18,0.18,0.12,0.15,0.08,0.31,0.17,0.21,0.18,0.16,0.11,0.22,0.12,0.18,0.17,0.15,0.15,0.16,0.12,0.17,0.20,0.17,0.19,0.12,0.14,0.17,0.11,0.11,0.18,0.20,0.18,0.18,0.17,0.18,0.19,0.11,0.14,0.08,0.18,0.12,0.16,0.17,0.16,0.04,0.17,0.16,0.24,0.10,0.24,0.24,0.19,0.19,0.21,0.18,0.12,0.17,0.22,0.14,0.03,0.13,0.12,0.19
OUST,Ouster Inc,Information Technology,Electronic Equipment & Parts,0.32,0.48,0.56,0.55,0.44,0.51,0.48,0.51,0.37,0.16,0.05,0.17,0.12,0.14,0.07,0.37,0.45,0.27,0.18,0.42,0.57,0.27,0.18,0.28,0.26,0.39,0.22,0.27,0.09,0.47,0.11,0.40,-0.05,-0.04,-0.29,0.46,0.36,0.37,0.18,-0.06,0.00,0.04,0.41,-0.03,0.25,0.41,0.43,0.38,0.30,0.36,0.26,0.44,0.42,0.45,0.48,0.48,0.16,0.31,0.44,0.48,0.24,0.52,-0.03,0.46,0.33,0.39,0.23,0.45,0.38,0.47,0.39,0.41,0.53,0.47,0.33,0.45,0.22,0.38,0.34,0.38,0.23,0.26,0.47,0.25,0.20,0.11,0.01,0.20,0.45,0.44,0.45,0.09,0.37,0.48,-0.01,0.07,-0.10,0.43,0.27,0.26,0.25,0.54,0.58,0.50,0.38,0.51,0.53,0.57,0.59,0.51,0.49,0.39,0.50,0.43,0.56,0.34,0.46,0.36,0.50,0.51,0.45,0.51,0.52,0.52,0.52,0.47,0.33,0.50,0.40,0.40,0.26,0.50,0.42,0.46,0.29,0.55,0.63,0.33,0.50,0.52,0.49,0.38,0.48,0.48,0.54,0.36,0.42,0.44,0.53,0.50,0.37,0.43,0.41,0.42,0.39,0.53,0.55,0.51,0.48,0.55,0.27,0.49,0.46,0.43,0.28,0.45,0.38,0.37,0.41,0.44,0.46,0.54,0.50,0.39,0.41,0.51,0.56,0.42,0.58,0.44,0.49,0.27,0.46,0.23,0.41,0.23,0.59
RELL,Richardson Electronics Ltd,Information Technology,Electronic Equipment & Parts,0.28,0.35,0.46,0.46,0.36,0.41,0.38,0.40,0.30,0.20,0.16,0.18,0.17,0.18,0.17,0.27,0.39,0.13,0.22,0.35,0.43,0.25,0.18,0.21,0.19,0.29,0.30,0.17,0.19,0.34,0.10,0.39,-0.16,-0.01,-0.18,0.41,0.37,0.33,0.36,0.02,-0.03,0.04,0.34,-0.03,0.26,0.38,0.35,0.35,0.24,0.28,0.25,0.33,0.28,0.31,0.37,0.45,0.33,0.25,0.39,0.33,0.12,0.41,0.02,0.38,0.25,0.32,0.14,0.35,0.31,0.34,0.28,0.35,0.44,0.40,0.30,0.39,0.27,0.31,0.33,0.32,0.21,0.15,0.39,0.32,0.33,0.17,0.07,0.35,0.32,0.34,0.38,-0.08,0.27,0.40,0.08,0.14,0.11,0.35,0.24,0.22,0.17,0.42,0.45,0.38,0.27,0.41,0.40,0.46,0.44,0.50,0.39,0.33,0.40,0.38,0.38,0.27,0.39,0.25,0.38,0.36,0.38,0.42,0.46,0.39,0.36,0.40,0.32,0.44,0.31,0.44,0.21,0.37,0.39,0.39,0.26,0.43,0.45,0.25,0.33,0.43,0.34,0.32,0.37,0.38,0.38,0.25,0.30,0.35,0.43,0.43,0.21,0.36,0.37,0.33,0.19,0.37,0.42,0.43,0.38,0.44,0.23,0.44,0.47,0.37,0.24,0.42,0.27,0.36,0.34,0.42,0.34,0.43,0.41,0.26,0.30,0.37,0.42,0.33,0.42,0.37,0.38,0.22,0.36,0.19,0.35,0.24,0.47
